200
field_name,form_name,section_header,field_type,field_label,select_choices_or_calculations,field_note,text_validation_type_or_show_slider_number,text_validation_min,text_validation_max,identifier,branching_logic,required_field,custom_alignment,question_number,matrix_group_name,matrix_ranking,field_annotation
ps_ipchrev1_ab_ed,form_11a_chart_review_inpatient_hospitalization,,radio,"Did the subject receive an antibiotic this visit?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,,,
ps_ipchrev1_ab_ed_num,form_11a_chart_review_inpatient_hospitalization,,dropdown,"If yes, how many antibiotics were received? ","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",antibiotics,,,,,"[ps_ipchrev1_ab_ed] = '1'",,,,,,
ps_ipchrev1_ab_ed1_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Name",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '1'",,,,,,
ps_ipchrev1_ab_ed1_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_ab_ed_num] >= '1'",,,,,,
ps_ipchrev1_ab_ed1_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Number of days taken:",,days,,,,,"[ps_ipchrev1_ab_ed_num] >= '1'",,,,,,
ps_ipchrev1_ab_ed1_indic,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Indication",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '1'",,,,,,
ps_ipchrev1_ab_ed2_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 2 Name",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '2'",,,,,,
ps_ipchrev1_ab_ed2_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 2 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_ab_ed_num] >= '2'",,,,,,
ps_ipchrev1_ab_ed2_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 2 Number of days taken:",,days,,,,,"[ps_ipchrev1_ab_ed_num] >= '2'",,,,,,
ps_ipchrev1_ab_ed2_indic,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 2 Indication",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '2'",,,,,,
ps_ipchrev1_ab_ed3_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 3 Name",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '3'",,,,,,
ps_ipchrev1_ab_ed3_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 3 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_ab_ed_num] >= '3'",,,,,,
ps_ipchrev1_ab_ed3_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 3 Number of days taken:",,days,,,,,"[ps_ipchrev1_ab_ed_num] >= '3'",,,,,,
ps_ipchrev1_ab_ed3_indic,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 3 Indication",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '3'",,,,,,
ps_ipchrev1_ab_ed4_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 4 Name",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '4'",,,,,,
ps_ipchrev1_ab_ed4_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 4 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_ab_ed_num] >= '4'",,,,,,
ps_ipchrev1_ab_ed4_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 4 Number of days taken:",,days,,,,,"[ps_ipchrev1_ab_ed_num] >= '4'",,,,,,
ps_ipchrev1_ab_ed4_indic,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 4 Indication",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '4'",,,,,,
ps_ipchrev1_ab_ed5_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 5 Name",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '5'",,,,,,
ps_ipchrev1_ab_ed5_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 5 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_ab_ed_num] >= '5'",,,,,,
ps_ipchrev1_ab_ed5_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 5 Number of days taken:",,days,,,,,"[ps_ipchrev1_ab_ed_num] >= '5'",,,,,,
ps_ipchrev1_ab_ed5_indic,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 5 Indication",,,,,,,"[ps_ipchrev1_ab_ed_num] >= '5'",,,,,,
ps_ipchrev1_flutesting,form_11a_chart_review_inpatient_hospitalization,,radio,"Did the subject receive influenza testing?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,,,
ps_ipchrev1_flutests,form_11a_chart_review_inpatient_hospitalization,,dropdown,"How many influenza tests did the subject recieve?","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7",,,,,,"[ps_ipchrev1_flutesting] = '1'",,,,,,
ps_ipchrev1_flut1_name,form_11a_chart_review_inpatient_hospitalization,"For each influenza test, specify the test name, type, result, and the time the test collected and resulted:",text,"Test 1 Name",,,,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 1 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 1 Type, other specify",,,,,,,"[ps_ipchrev1_flut1_testtype] = '5'",,,,,,
ps_ipchrev1_flut1_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 1 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 1 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 1 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 1 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 1 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '1'",,,,,,
ps_ipchrev1_flut1_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut1_res] = '2'",,,,,,
ps_ipchrev1_flut1_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut1_typing] = '1'",,,,,,
ps_ipchrev1_flut2_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Name",,,,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 2 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Type, other specify",,,,,,,"[ps_ipchrev1_flut2_testtype] = '5'",,,,,,
ps_ipchrev1_flut2_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 2 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Collection date",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Result date",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 2 Result time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '2'",,,,,,
ps_ipchrev1_flut2_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut2_res] = '2'",,,,,,
ps_ipchrev1_flut2_typingsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut2_typing] = '1'",,,,,,
ps_ipchrev1_flut3_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Name",,,,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 3 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Type, other specify",,,,,,,"[ps_ipchrev1_flut3_testtype] = '5'",,,,,,
ps_ipchrev1_flut3_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 3 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 3 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '3'",,,,,,
ps_ipchrev1_flut3_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut3_res] = '2'",,,,,,
ps_ipchrev1_flut3_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut3_typing] = '1'",,,,,,
ps_ipchrev1_flut4_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Name",,,,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 4 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Type, other specify",,,,,,,"[ps_ipchrev1_flut4_testtype] = '5'",,,,,,
ps_ipchrev1_flut4_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 4 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 4 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '4'",,,,,,
ps_ipchrev1_flut4_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut4_res] = '2'",,,,,,
ps_ipchrev1_flut4_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut4_typing] = '1'",,,,,,
ps_ipchrev1_flut5_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Name",,,,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 5 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Type, other specify",,,,,,,"[ps_ipchrev1_flut5_testtype] = '5'",,,,,,
ps_ipchrev1_flut5_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 5 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 5 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '5'",,,,,,
ps_ipchrev1_flut5_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut5_res] = '2'",,,,,,
ps_ipchrev1_flut5_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut5_typing] = '1'",,,,,,
ps_ipchrev1_flut6_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Name",,,,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 6 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Type, other specify",,,,,,,"[ps_ipchrev1_flut6_testtype] = '5'",,,,,,
ps_ipchrev1_flut6_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 6 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 6 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '6'",,,,,,
ps_ipchrev1_flut6_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut6_res] = '2'",,,,,,
ps_ipchrev1_flut6_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut6_typing] = '1'",,,,,,
ps_ipchrev1_flut7_name,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Name",,,,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_testtype,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 7 Type","1, PCR | 2, DFA | 3, Culture | 4, Antigen | 5, Other",,,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_testsp,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Type, other specify",,,,,,,"[ps_ipchrev1_flut7_testtype] = '5'",,,,,,
ps_ipchrev1_flut7_res,form_11a_chart_review_inpatient_hospitalization,,radio,"Test 7 Result","1, Negative | 2, Positive | 3, Other",,,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_cold,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Collection date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_colt,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Collection time (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_resd,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Result date ",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_rest,form_11a_chart_review_inpatient_hospitalization,,text,"Test 7 Result time  (24-hour clock)",,(hh:mm),time,,,,"[ps_ipchrev1_flutests] >= '7'",,,,,,
ps_ipchrev1_flut7_typing,form_11a_chart_review_inpatient_hospitalization,,radio,"Was influenza typing performed?","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_flut7_res] = '2'",,,,,,
ps_ipchrev1_flut7_typsp,form_11a_chart_review_inpatient_hospitalization,,text,"If yes, please specify influenza type:",,,,,,,"[ps_ipchrev1_flut7_typing] = '1'",,,,,,
ps_ipchrev1_othervir,form_11a_chart_review_inpatient_hospitalization,,radio,"Was the subject tested for any other viruses?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,,,
ps_ipchrev1_othervir_rsv,form_11a_chart_review_inpatient_hospitalization,"Did they test positive for the following:",radio,"Respiratory Syncytial Virus (RSV)","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_othervir] = '1'",,,,otherviruses1ip,,
ps_ipchrev1_othervir_para,form_11a_chart_review_inpatient_hospitalization,,radio,"Parainfluenza (1, 2, or 3)","0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_othervir] = '1'",,,,otherviruses1ip,,
ps_ipchrev1_othervir_rhino,form_11a_chart_review_inpatient_hospitalization,,radio,Rhinovirus,"0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_othervir] = '1'",,,,otherviruses1ip,,
ps_ipchrev1_othervir_meta,form_11a_chart_review_inpatient_hospitalization,,radio,Metapneumovirus,"0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_othervir] = '1'",,,,otherviruses1ip,,
ps_ipchrev1_othervir_adeno,form_11a_chart_review_inpatient_hospitalization,,radio,Adenovirus,"0, No | 1, Yes | 99, Unknown",,,,,,"[ps_ipchrev1_othervir] = '1'",,,,otherviruses1ip,,
ps_ipchrev1_fluav,form_11a_chart_review_inpatient_hospitalization,,radio,"Did the subject receive an influenza antiviral in the hospital?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,,,
ps_ipchrev1_fluavnum,form_11a_chart_review_inpatient_hospitalization,,dropdown,"If yes, how many antivirals were received? ","1, 1 | 2, 2","influenza antivirals",,,,,"[ps_ipchrev1_fluav] = '1'",,,,,,
ps_ipchrev1_fluav1_name,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 1 Name",,,,,,,"[ps_ipchrev1_fluavnum] >= '1'",,,,,,
ps_ipchrev1_fluav1route,form_11a_chart_review_inpatient_hospitalization,,radio,"Influenza Antiviral 1 Route:","1, PO | 2, IN | 3, IV",,,,,,"[ps_ipchrev1_fluavnum] >= '1'",,,,,,
ps_ipchrev1_fluav1date,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 1 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_fluavnum] >= '1'",,,,,,
ps_ipchrev1_fluav1time,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 1 Time Administered:",,(hh:mm),,,,,"[ps_ipchrev1_fluavnum] >= '1'",,,,,,
ps_ipchrev1_fluav2_name,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 2 Name",,,,,,,"[ps_ipchrev1_fluavnum] >= '2'",,,,,,
ps_ipchrev1_fluav2route,form_11a_chart_review_inpatient_hospitalization,,radio,"Influenza Antiviral 2 Route:","1, PO | 2, IN | 3, IV",,,,,,"[ps_ipchrev1_fluavnum] >= '2'",,,,,,
ps_ipchrev1_fluav2date,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 2 Date Administered:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev1_fluavnum] >= '2'",,,,,,
ps_ipchrev1_fluav2time,form_11a_chart_review_inpatient_hospitalization,,text,"Influenza Antiviral 2 Time Administered:",,(hh:mm),,,,,"[ps_ipchrev1_fluavnum] >= '2'",,,,,,
ps_ipchrev1_dxflu,form_11a_chart_review_inpatient_hospitalization,"Did the subject have a final diagnosis of:",radio,Influenza?,"0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,dxs1ip,,
ps_ipchrev1_dxviralsynd,form_11a_chart_review_inpatient_hospitalization,,radio,"Viral Syndrome or Infection?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,dxs1ip,,
ps_ipchrev1_dxpneumon,form_11a_chart_review_inpatient_hospitalization,,radio,Pneumonia?,"0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,dxs1ip,,
ps_ipchrev1_dxmi,form_11a_chart_review_inpatient_hospitalization,,radio,"Myocardial Infarction?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,dxs1ip,,
ps_ipchrev1_dxstroke,form_11a_chart_review_inpatient_hospitalization,,radio,Stroke?,"0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '1'",,,,dxs1ip,,
ps_ipchrev1_findxnum,form_11a_chart_review_inpatient_hospitalization,,dropdown,"How many final diagnoses did the subject have?","1, 1 | 2, 2 | 3, 3 | 4, more than three",,,,,,"[inptchart_visitnumber] >= '1'",,,,,,
ps_ipchrev1_findx1,form_11a_chart_review_inpatient_hospitalization,,text,"Final ED Diagnosis Code 1",,,,,,,"[ps_ipchrev1_findxnum] >= '1'",,,,,,
ps_ipchrev1_findx2,form_11a_chart_review_inpatient_hospitalization,,text,"Final ED Diagnosis Code 2",,,,,,,"[ps_ipchrev1_findxnum] >= '2'",,,,,,
ps_ipchrev1_findx3,form_11a_chart_review_inpatient_hospitalization,,text,"Final ED Diagnosis Code 3",,,,,,,"[ps_ipchrev1_findxnum] >= '3'",,,,,,
ps_ipchrev2_inptstart,form_11a_chart_review_inpatient_hospitalization,"Appointment Information (visit 2)",text,"Date inpatient stay began:",,(mm:dd:yyyy),date_mdy,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_inptend,form_11a_chart_review_inpatient_hospitalization,,text,"Date inpatient stay ended:",,(mm:dd:yyyy),date_mdy,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_o2sup,form_11a_chart_review_inpatient_hospitalization,,radio,"Did the subject receive supplemental oxygen in the hospital?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_o2sup_l,form_11a_chart_review_inpatient_hospitalization,,text,"How much? (L/min)",,"(if measurement is not in L/min mark ""000"")",number,,,,"[ps_ipchrev2_o2sup] = '1'",,,,,,
ps_ipchrev2_o2sup_r,form_11a_chart_review_inpatient_hospitalization,,radio,"What was the route?","1, Nasal cannula | 2, Facemask/non-rebreather | 3, BiPAP/CPAP | 4, Intubated",,,,,,"[ps_ipchrev2_o2sup] = '1'",,,,,,
ps_ipchrev2_icu,form_11a_chart_review_inpatient_hospitalization,,radio,"Was the subject located in an intensive care unit?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_icustart,form_11a_chart_review_inpatient_hospitalization,,text,"Date ICU stay began:",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev2_icu] = '1'",,,,,,
ps_ipchrev2_icutotal,form_11a_chart_review_inpatient_hospitalization,,text,"Total number of days spent in ICU:",,,,,,,"[ps_ipchrev2_icu] = '1'",,,,,,
ps_ipchrev2_die,form_11a_chart_review_inpatient_hospitalization,,radio,"Did subject die in the hospital?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_diedate,form_11a_chart_review_inpatient_hospitalization,,text,"Date of death:",,(mm/dd/yyyy),date_mdy,,,,"[ps_ipchrev2_die] = '1'",,,,,,
ps_ipchrev2_ab_ed,form_11a_chart_review_inpatient_hospitalization,,radio,"Did the subject receive an antibiotic this visit?","0, No | 1, Yes | 99, Unknown",,,,,,"[inptchart_visitnumber] >= '2'",,,,,,
ps_ipchrev2_ab_ed_num,form_11a_chart_review_inpatient_hospitalization,,dropdown,"If yes, how many antibiotics were received? ","1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5",antibiotics,,,,,"[ps_ipchrev2_ab_ed] = '1'",,,,,,
ps_ipchrev2_ab_ed1_name,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Name",,,,,,,"[ps_ipchrev2_ab_ed_num] >= '1'",,,,,,
ps_ipchrev2_ab_ed1_date,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Start Date:",,(mm:dd:yyyy),date_mdy,,,,"[ps_ipchrev2_ab_ed_num] >= '1'",,,,,,
ps_ipchrev2_ab_ed1_days,form_11a_chart_review_inpatient_hospitalization,,text,"Antibiotic 1 Number of days taken:",,days,,,,,"[ps_ipchrev2_ab_ed_num] >= '1'",,,,,,
